feature_code,date_code,measurement,units,value,scottish_health_survey_indicator,sex,hb_name
S08000030,2015-2018,Percent,Percent Of Adults,17,Long-term illness: Non-limiting long-term illness,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,6,E-cigarette use: Currently using,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,35,Overweight: Not overweight or obese,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,82,Any cardiovascular condition: No cardiovascular condition,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,8,E-cigarette use: Currently using,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,67,Overweight: Overweight (including obese),All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,12,E-cigarette use: Ever previously used,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,4,E-cigarette use: Currently using,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,65,Overweight: Overweight (including obese),All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,72,Obesity: Not obese,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,67,Summary activity levels: Meets recommendations,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,22,Smoking status: Used to smoke regularly,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,40,Overweight: Not overweight or obese,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,39,Overweight: Not overweight or obese,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,31,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,9,Fruit & vegetable consumption: None,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,8,E-cigarette use: Currently using,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,83,E-cigarette use: Never used,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,89,"Provide any regular help or care for any sick, disabled or frail person: No",Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,82,E-cigarette use: Never used,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,18,Alcohol consumption: Non-drinker,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,75,Self-assessed general health: Very good/Good,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,10,Fruit & vegetable consumption: None,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,60,Overweight: Overweight (including obese),Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,14,Doctor-diagnosed asthma: Yes,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,34,Life satisfaction: Mode (8),All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,20,Fruit & vegetable consumption: 5 portions or more,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,57,Long-term illness: No long-term illness,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,13,"Provide any regular help or care for any sick, disabled or frail person: Yes",All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,56,Long-term illness: No long-term illness,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,63,Summary activity levels: Meets recommendations,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,15,Alcohol consumption: Non-drinker,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,27,Obesity: Obese,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,22,Fruit & vegetable consumption: 5 portions or more,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,30,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,26,Overweight: Not overweight or obese,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,28,Obesity: Obese,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,17,Any cardiovascular condition: Has a cardiovascular condition,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,14,Smoking status: Current smoker,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,29,Long-term illness: Limiting long-term illness,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,66,Smoking status: Never smoked/Used to smoke occasionally,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,61,Smoking status: Never smoked/Used to smoke occasionally,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,87,"Provide any regular help or care for any sick, disabled or frail person: No",All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,63,Alcohol consumption: Moderate drinker,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,86,Doctor-diagnosed asthma: No,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,27,Long-term illness: Limiting long-term illness,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,29,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,80,E-cigarette use: Never used,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,11,Alcohol consumption: Non-drinker,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,64,Summary activity levels: Meets recommendations,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,32,Life satisfaction: Mode (8),Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,13,Long-term illness: Non-limiting long-term illness,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,27,Obesity: Obese,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,5,Summary activity levels: Low activity,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,16,Any cardiovascular condition: Has a cardiovascular condition,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,15,Any cardiovascular condition: Has a cardiovascular condition,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,15,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,20,Smoking status: Used to smoke regularly,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,36,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,19,Summary activity levels: Very low activity,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,73,Obesity: Not obese,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,86,Doctor-diagnosed asthma: No,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,15,Summary activity levels: Very low activity,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,5,Summary activity levels: Low activity,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,58,General health questionnaire (GHQ-12): Score 0,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,9,E-cigarette use: Ever previously used,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,18,Any cardiovascular condition: Has a cardiovascular condition,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,73,Obesity: Not obese,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,19,Self-assessed general health: Fair,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,11,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,13,Doctor-diagnosed asthma: Yes,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,18,Self-assessed general health: Fair,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,27,Obesity: Obese,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,18,Summary activity levels: Very low activity,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,57,General health questionnaire (GHQ-12): Score 0,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,13,Fruit & vegetable consumption: None,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,22,Alcohol consumption: Hazardous/Harmful drinker,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,72,Summary activity levels: Meets recommendations,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,10,Summary activity levels: Some activity,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,73,Obesity: Not obese,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,30,Alcohol consumption: Hazardous/Harmful drinker,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,33,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,15,Alcohol consumption: Non-drinker,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,86,E-cigarette use: Never used,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,14,Doctor-diagnosed asthma: Yes,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,73,Obesity: Not obese,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,71,Summary activity levels: Meets recommendations,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,9,E-cigarette use: Ever previously used,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,36,Life satisfaction: Mode (8),Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,15,E-cigarette use: Ever previously used,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,39,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,22,Fruit & vegetable consumption: 5 portions or more,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,87,E-cigarette use: Never used,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,87,Doctor-diagnosed asthma: No,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,21,Alcohol consumption: Hazardous/Harmful drinker,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,27,General health questionnaire (GHQ-12): Score 1-3,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,59,Alcohol consumption: Moderate drinker,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,5,Summary activity levels: Low activity,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,74,Overweight: Overweight (including obese),Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,16,Smoking status: Current smoker,All,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,13,Fruit & vegetable consumption: None,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,25,Smoking status: Used to smoke regularly,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,78,E-cigarette use: Never used,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,59,Long-term illness: No long-term illness,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,71,Overweight: Overweight (including obese),Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,72,Self-assessed general health: Very good/Good,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,19,Smoking status: Current smoker,All,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,18,Self-assessed general health: Fair,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,14,Alcohol consumption: Hazardous/Harmful drinker,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,67,Alcohol consumption: Moderate drinker,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,73,Obesity: Not obese,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,17,Summary activity levels: Very low activity,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,11,Alcohol consumption: Non-drinker,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,59,Long-term illness: No long-term illness,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,68,Alcohol consumption: Moderate drinker,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,29,Overweight: Not overweight or obese,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,77,Self-assessed general health: Very good/Good,Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,30,Alcohol consumption: Hazardous/Harmful drinker,Male,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,27,Obesity: Obese,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,21,Smoking status: Used to smoke regularly,Female,Tayside
S08000030,2015-2018,Percent,Percent Of Adults,60,Alcohol consumption: Moderate drinker,Male,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,85,"Provide any regular help or care for any sick, disabled or frail person: No",Female,Tayside
S08000030,2016-2019,Percent,Percent Of Adults,76,Self-assessed general health: Very good/Good,Female,Tayside
S08000031,2016-2019,Percent,Percent Of Adults,17,Alcohol consumption: Non-drinker,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,70,Self-assessed general health: Very good/Good,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,58,General health questionnaire (GHQ-12): Score 0,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,39,Overweight: Not overweight or obese,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,72,Obesity: Not obese,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,80,E-cigarette use: Never used,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,12,E-cigarette use: Ever previously used,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,22,Alcohol consumption: Non-drinker,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,28,Obesity: Obese,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,33,Long-term illness: Limiting long-term illness,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,66,Overweight: Overweight (including obese),Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,80,E-cigarette use: Never used,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,23,Fruit & vegetable consumption: 5 portions or more,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,33,Long-term illness: Limiting long-term illness,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,21,Summary activity levels: Very low activity,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,81,E-cigarette use: Never used,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,79,E-cigarette use: Never used,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,21,Alcohol consumption: Non-drinker,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,85,"Provide any regular help or care for any sick, disabled or frail person: No",Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,83,Doctor-diagnosed asthma: No,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,51,Alcohol consumption: Moderate drinker,Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,7,E-cigarette use: Currently using,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,34,Overweight: Not overweight or obese,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,18,Summary activity levels: Very low activity,Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,64,Overweight: Overweight (including obese),Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,62,Alcohol consumption: Moderate drinker,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,12,Fruit & vegetable consumption: None,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,81,E-cigarette use: Never used,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,51,General health questionnaire (GHQ-12): Score 0,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,7,E-cigarette use: Currently using,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,58,General health questionnaire (GHQ-12): Score 0,Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,52,Alcohol consumption: Moderate drinker,Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,38,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,27,General health questionnaire (GHQ-12): Score 1-3,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,24,Fruit & vegetable consumption: 5 portions or more,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,63,Alcohol consumption: Moderate drinker,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,16,Any cardiovascular condition: Has a cardiovascular condition,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,72,Obesity: Not obese,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,71,Self-assessed general health: Very good/Good,Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,55,Smoking status: Never smoked/Used to smoke occasionally,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,53,Smoking status: Never smoked/Used to smoke occasionally,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,29,Obesity: Obese,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,64,Fruit & vegetable consumption: Less than 5 portions,Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,15,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,12,E-cigarette use: Ever previously used,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,20,Smoking status: Current smoker,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,28,Obesity: Obese,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,29,Obesity: Obese,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,13,Long-term illness: Non-limiting long-term illness,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,7,E-cigarette use: Currently using,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,19,Self-assessed general health: Fair,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,38,Overweight: Not overweight or obese,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,20,Self-assessed general health: Fair,Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,28,Life satisfaction: Mode (8),Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 4+,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,24,Fruit & vegetable consumption: 5 portions or more,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,22,Fruit & vegetable consumption: 5 portions or more,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,83,Doctor-diagnosed asthma: No,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,57,Summary activity levels: Meets recommendations,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,18,Summary activity levels: Very low activity,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,20,Fruit & vegetable consumption: 5 portions or more,Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 4+,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,22,Smoking status: Used to smoke regularly,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,7,E-cigarette use: Currently using,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,59,Smoking status: Never smoked/Used to smoke occasionally,Female,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,65,Fruit & vegetable consumption: Less than 5 portions,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,15,Any cardiovascular condition: Has a cardiovascular condition,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,37,Overweight: Not overweight or obese,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,30,Life satisfaction: Mode (8),All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,54,Long-term illness: No long-term illness,All,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,16,Any cardiovascular condition: Has a cardiovascular condition,Female,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,16,Alcohol consumption: Non-drinker,Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,57,Long-term illness: No long-term illness,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Male,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,Male,Greater Glasgow and Clyde
S08000031,2016-2019,Percent,Percent Of Adults,16,Any cardiovascular condition: Has a cardiovascular condition,All,Greater Glasgow and Clyde
S08000031,2015-2018,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Male,Greater Glasgow and Clyde
