FeatureCode,DateCode,Measurement,Units,Value,Gender,Weight Category
S08000030,2014/2015,Ratio,Percent Of P1 Children,10.47,Female,Epidemiological - Obese
S08000025,2017/2018,Ratio,Percent Of P1 Children,8.74,All,Epidemiological - Obese
S08000028,2018/2019,Ratio,Percent Of P1 Children,7.14,Female,Epidemiological - Obese
S08000019,2017/2018,Ratio,Percent Of P1 Children,10.05,Male,Epidemiological - Obese
S08000032,2009/2010,Ratio,Percent Of P1 Children,7.68,Female,Epidemiological - Obese
S92000003,2014/2015,Ratio,Percent Of P1 Children,9.82,All,Epidemiological - Obese
S08000032,2015/2016,Ratio,Percent Of P1 Children,9.47,Female,Epidemiological - Obese
S92000003,2016/2017,Ratio,Percent Of P1 Children,10.77,Male,Epidemiological - Obese
S08000022,2012/2013,Ratio,Percent Of P1 Children,10.98,Female,Epidemiological - Obese
S08000030,2015/2016,Ratio,Percent Of P1 Children,10.55,Female,Epidemiological - Obese
S08000029,2014/2015,Ratio,Percent Of P1 Children,10.41,Male,Epidemiological - Obese
S08000029,2015/2016,Ratio,Percent Of P1 Children,9.16,Female,Epidemiological - Obese
S08000031,2016/2017,Ratio,Percent Of P1 Children,10.26,Female,Epidemiological - Obese
S08000030,2018/2019,Ratio,Percent Of P1 Children,9.9,Female,Epidemiological - Obese
S08000017,2004/2005,Ratio,Percent Of P1 Children,8.81,Male,Epidemiological - Obese
S08000019,2018/2019,Ratio,Percent Of P1 Children,9.7,Female,Epidemiological - Obese
S08000032,2013/2014,Ratio,Percent Of P1 Children,9.14,All,Epidemiological - Obese
S08000032,2007/2008,Ratio,Percent Of P1 Children,7.96,Female,Epidemiological - Obese
S08000017,2010/2011,Ratio,Percent Of P1 Children,9.09,Female,Epidemiological - Obese
S08000026,2016/2017,Ratio,Percent Of P1 Children,16,Male,Epidemiological - Obese
S08000024,2007/2008,Ratio,Percent Of P1 Children,13.18,All,Epidemiological - Overweight
S92000003,2001/2002,Ratio,Percent Of P1 Children,12.69,Male,Epidemiological - Overweight
S08000017,2004/2005,Ratio,Percent Of P1 Children,12.84,Male,Epidemiological - Overweight
S08000015,2015/2016,Ratio,Percent Of P1 Children,12.98,Male,Epidemiological - Overweight
S08000020,2016/2017,Ratio,Percent Of P1 Children,12.44,All,Epidemiological - Overweight
S08000025,2013/2014,Ratio,Percent Of P1 Children,15.28,All,Epidemiological - Overweight
S08000028,2004/2005,Ratio,Percent Of P1 Children,0.00,Male,Epidemiological - Overweight
S08000022,2016/2017,Ratio,Percent Of P1 Children,13.1,All,Epidemiological - Overweight
S08000025,2014/2015,Ratio,Percent Of P1 Children,14.08,All,Epidemiological - Overweight
S08000026,2017/2018,Ratio,Percent Of P1 Children,14.77,Male,Epidemiological - Overweight
S08000024,2016/2017,Ratio,Percent Of P1 Children,12.14,All,Epidemiological - Overweight
S92000003,2002/2003,Ratio,Percent Of P1 Children,13.17,Male,Epidemiological - Overweight
S08000017,2017/2018,Ratio,Percent Of P1 Children,11.82,Male,Epidemiological - Overweight
S92000003,2016/2017,Ratio,Percent Of P1 Children,12.37,All,Epidemiological - Overweight
S08000025,2016/2017,Ratio,Percent Of P1 Children,15.1,All,Epidemiological - Overweight
S92000003,2014/2015,Ratio,Percent Of P1 Children,12.05,Male,Epidemiological - Overweight
S08000030,2016/2017,Ratio,Percent Of P1 Children,13.08,All,Epidemiological - Overweight
S08000029,2016/2017,Ratio,Percent Of P1 Children,12.34,All,Epidemiological - Overweight
S08000026,2016/2017,Ratio,Percent Of P1 Children,13.44,All,Epidemiological - Overweight
S08000028,2017/2018,Ratio,Percent Of P1 Children,11.72,Male,Epidemiological - Overweight
S92000003,2003/2004,Ratio,Percent Of P1 Children,12.8,Male,Epidemiological - Overweight
S08000017,2016/2017,Ratio,Percent Of P1 Children,16.03,All,Epidemiological - Overweight
S08000028,2016/2017,Ratio,Percent Of P1 Children,10.5,All,Epidemiological - Overweight
S08000025,2012/2013,Ratio,Percent Of P1 Children,11.9,All,Epidemiological - Overweight
S92000003,2017/2018,Ratio,Percent Of P1 Children,12.34,Male,Epidemiological - Overweight
S92000003,2004/2005,Ratio,Percent Of P1 Children,12.8,Male,Epidemiological - Overweight
S08000024,2006/2007,Ratio,Percent Of P1 Children,13.42,Male,Epidemiological - Overweight
S08000019,2005/2006,Ratio,Percent Of P1 Children,13.25,Male,Epidemiological - Overweight
S92000003,2005/2006,Ratio,Percent Of P1 Children,13.19,Male,Epidemiological - Overweight
S08000024,2005/2006,Ratio,Percent Of P1 Children,12.74,Male,Epidemiological - Overweight
S08000024,2013/2014,Ratio,Percent Of P1 Children,12.39,All,Epidemiological - Overweight
S08000028,2006/2007,Ratio,Percent Of P1 Children,8.4,Male,Epidemiological - Overweight
S92000003,2006/2007,Ratio,Percent Of P1 Children,12.73,Male,Epidemiological - Overweight
S08000022,2013/2014,Ratio,Percent Of P1 Children,12.71,All,Epidemiological - Overweight
S08000029,2010/2011,Ratio,Percent Of P1 Children,12.3,All,Epidemiological - Overweight
S08000031,2006/2007,Ratio,Percent Of P1 Children,11.59,All,Epidemiological - Overweight
S08000029,2013/2014,Ratio,Percent Of P1 Children,12.75,All,Epidemiological - Overweight
S08000030,2007/2008,Ratio,Percent Of P1 Children,12.42,Male,Epidemiological - Overweight
S08000019,2006/2007,Ratio,Percent Of P1 Children,13.32,Male,Epidemiological - Overweight
S08000029,2015/2016,Ratio,Percent Of P1 Children,12.99,Male,Epidemiological - Overweight
S08000031,2014/2015,Ratio,Percent Of P1 Children,11.39,All,Epidemiological - Overweight
S08000029,2009/2010,Ratio,Percent Of P1 Children,12.87,All,Epidemiological - Overweight
S08000028,2005/2006,Ratio,Percent Of P1 Children,15.15,Male,Epidemiological - Overweight
S08000032,2008/2009,Ratio,Percent Of P1 Children,9.69,All,Epidemiological - Overweight
S08000024,2012/2013,Ratio,Percent Of P1 Children,11.91,All,Epidemiological - Overweight
S08000029,2012/2013,Ratio,Percent Of P1 Children,12.56,All,Epidemiological - Overweight
S08000020,2015/2016,Ratio,Percent Of P1 Children,12.04,All,Epidemiological - Overweight
S08000016,2005/2006,Ratio,Percent Of P1 Children,10.17,Male,Epidemiological - Overweight
S08000029,2001/2002,Ratio,Percent Of P1 Children,13.13,All,Epidemiological - Overweight
S08000029,2004/2005,Ratio,Percent Of P1 Children,14.59,All,Epidemiological - Overweight
S08000024,2016/2017,Ratio,Percent Of P1 Children,12.21,Male,Epidemiological - Overweight
S08000029,2002/2003,Ratio,Percent Of P1 Children,13.36,All,Epidemiological - Overweight
S08000016,2014/2015,Ratio,Percent Of P1 Children,11.35,All,Epidemiological - Overweight
S08000017,2016/2017,Ratio,Percent Of P1 Children,16.11,Male,Epidemiological - Overweight
S92000003,2016/2017,Ratio,Percent Of P1 Children,12.38,Male,Epidemiological - Overweight
S08000016,2006/2007,Ratio,Percent Of P1 Children,14.78,Male,Epidemiological - Overweight
S08000019,2016/2017,Ratio,Percent Of P1 Children,12.43,Male,Epidemiological - Overweight
S08000017,2005/2006,Ratio,Percent Of P1 Children,14.83,Male,Epidemiological - Overweight
S08000030,2016/2017,Ratio,Percent Of P1 Children,13.33,Male,Epidemiological - Overweight
S08000032,2007/2008,Ratio,Percent Of P1 Children,11.14,All,Epidemiological - Overweight
S08000017,2006/2007,Ratio,Percent Of P1 Children,13.56,Male,Epidemiological - Overweight
S08000016,2015/2016,Ratio,Percent Of P1 Children,11.14,All,Epidemiological - Overweight
S08000029,2003/2004,Ratio,Percent Of P1 Children,13.83,All,Epidemiological - Overweight
S08000025,2016/2017,Ratio,Percent Of P1 Children,14.89,Male,Epidemiological - Overweight
S08000028,2016/2017,Ratio,Percent Of P1 Children,9.77,Male,Epidemiological - Overweight
S08000022,2015/2016,Ratio,Percent Of P1 Children,12.55,All,Epidemiological - Overweight
S08000020,2016/2017,Ratio,Percent Of P1 Children,12.71,Male,Epidemiological - Overweight
S08000029,2016/2017,Ratio,Percent Of P1 Children,11.76,Male,Epidemiological - Overweight
S08000022,2012/2013,Ratio,Percent Of P1 Children,12.58,All,Epidemiological - Overweight
S08000032,2009/2010,Ratio,Percent Of P1 Children,10.16,All,Epidemiological - Overweight
S08000022,2016/2017,Ratio,Percent Of P1 Children,12.64,Male,Epidemiological - Overweight
S08000016,2016/2017,Ratio,Percent Of P1 Children,13.29,Male,Epidemiological - Overweight
S08000032,2015/2016,Ratio,Percent Of P1 Children,11.71,All,Epidemiological - Overweight
S08000022,2010/2011,Ratio,Percent Of P1 Children,14.33,All,Epidemiological - Overweight
S08000032,2010/2011,Ratio,Percent Of P1 Children,9.32,All,Epidemiological - Overweight
S08000015,2016/2017,Ratio,Percent Of P1 Children,13.07,Male,Epidemiological - Overweight
S08000032,2011/2012,Ratio,Percent Of P1 Children,10.12,All,Epidemiological - Overweight
S08000029,2007/2008,Ratio,Percent Of P1 Children,13.7,All,Epidemiological - Overweight
S08000030,2015/2016,Ratio,Percent Of P1 Children,12.69,Male,Epidemiological - Overweight
S08000030,2014/2015,Ratio,Percent Of P1 Children,13.02,Male,Epidemiological - Overweight
S08000030,2013/2014,Ratio,Percent Of P1 Children,12.64,Male,Epidemiological - Overweight
S08000030,2012/2013,Ratio,Percent Of P1 Children,13.47,Male,Epidemiological - Overweight
S92000003,2015/2016,Ratio,Percent Of P1 Children,12.17,All,Epidemiological - Overweight
S08000029,2008/2009,Ratio,Percent Of P1 Children,13.08,All,Epidemiological - Overweight
S08000030,2011/2012,Ratio,Percent Of P1 Children,11.97,Male,Epidemiological - Overweight
S08000032,2012/2013,Ratio,Percent Of P1 Children,10.96,All,Epidemiological - Overweight
S08000022,2014/2015,Ratio,Percent Of P1 Children,13.49,All,Epidemiological - Overweight
S08000029,2011/2012,Ratio,Percent Of P1 Children,11.94,Male,Epidemiological - Overweight
S08000031,2015/2016,Ratio,Percent Of P1 Children,11.2,All,Epidemiological - Overweight
S08000029,2010/2011,Ratio,Percent Of P1 Children,12,Male,Epidemiological - Overweight
S08000029,2009/2010,Ratio,Percent Of P1 Children,13.35,Male,Epidemiological - Overweight
S08000030,2010/2011,Ratio,Percent Of P1 Children,14.44,Male,Epidemiological - Overweight
S08000030,2008/2009,Ratio,Percent Of P1 Children,12.05,Male,Epidemiological - Overweight
S08000030,2009/2010,Ratio,Percent Of P1 Children,11.74,Male,Epidemiological - Overweight
S08000029,2011/2012,Ratio,Percent Of P1 Children,11.36,All,Epidemiological - Overweight
S08000031,2016/2017,Ratio,Percent Of P1 Children,11.47,All,Epidemiological - Overweight
S08000024,2014/2015,Ratio,Percent Of P1 Children,11.75,All,Epidemiological - Overweight
S08000017,2015/2016,Ratio,Percent Of P1 Children,15.38,All,Epidemiological - Overweight
S08000022,2011/2012,Ratio,Percent Of P1 Children,13.35,All,Epidemiological - Overweight
S08000029,2012/2013,Ratio,Percent Of P1 Children,12.83,Male,Epidemiological - Overweight
S08000032,2016/2017,Ratio,Percent Of P1 Children,12.17,All,Epidemiological - Overweight
S08000032,2014/2015,Ratio,Percent Of P1 Children,10.73,All,Epidemiological - Overweight
S08000029,2013/2014,Ratio,Percent Of P1 Children,13.55,Male,Epidemiological - Overweight
S08000026,2015/2016,Ratio,Percent Of P1 Children,14.65,All,Epidemiological - Overweight
S08000032,2013/2014,Ratio,Percent Of P1 Children,10.53,All,Epidemiological - Overweight
S08000029,2014/2015,Ratio,Percent Of P1 Children,13.46,Male,Epidemiological - Overweight
S08000025,2010/2011,Ratio,Percent Of P1 Children,13.13,All,Epidemiological - Overweight
S08000024,2006/2007,Ratio,Percent Of P1 Children,13.2,All,Epidemiological - Overweight
S08000029,2008/2009,Ratio,Percent Of P1 Children,14.25,Male,Epidemiological - Overweight
S08000024,2015/2016,Ratio,Percent Of P1 Children,12.09,Male,Epidemiological - Overweight
S08000029,2007/2008,Ratio,Percent Of P1 Children,14.69,Male,Epidemiological - Overweight
S08000017,2015/2016,Ratio,Percent Of P1 Children,16.16,Male,Epidemiological - Overweight
S08000026,2015/2016,Ratio,Percent Of P1 Children,14,Male,Epidemiological - Overweight
S92000003,2015/2016,Ratio,Percent Of P1 Children,12.17,Male,Epidemiological - Overweight
S08000025,2011/2012,Ratio,Percent Of P1 Children,15.45,All,Epidemiological - Overweight
S08000016,2005/2006,Ratio,Percent Of P1 Children,10.54,All,Epidemiological - Overweight
S08000025,2015/2016,Ratio,Percent Of P1 Children,14.88,All,Epidemiological - Overweight
S08000016,2001/2002,Ratio,Percent Of P1 Children,14.11,All,Epidemiological - Overweight
S08000016,2004/2005,Ratio,Percent Of P1 Children,14.37,All,Epidemiological - Overweight
S08000017,2009/2010,Ratio,Percent Of P1 Children,13.68,Male,Epidemiological - Overweight
S08000019,2015/2016,Ratio,Percent Of P1 Children,14.15,Male,Epidemiological - Overweight
S08000024,2005/2006,Ratio,Percent Of P1 Children,12.47,All,Epidemiological - Overweight
S08000015,2016/2017,Ratio,Percent Of P1 Children,12.8,All,Epidemiological - Overweight
S08000020,2015/2016,Ratio,Percent Of P1 Children,11.95,Male,Epidemiological - Overweight
S08000028,2015/2016,Ratio,Percent Of P1 Children,10.07,Male,Epidemiological - Overweight
S08000025,2015/2016,Ratio,Percent Of P1 Children,16.3,Male,Epidemiological - Overweight
S08000030,2015/2016,Ratio,Percent Of P1 Children,13.14,All,Epidemiological - Overweight
S08000016,2015/2016,Ratio,Percent Of P1 Children,11.57,Male,Epidemiological - Overweight
S08000019,2006/2007,Ratio,Percent Of P1 Children,11.79,All,Epidemiological - Overweight
S92000003,2009/2010,Ratio,Percent Of P1 Children,12.29,Male,Epidemiological - Overweight
S08000019,2005/2006,Ratio,Percent Of P1 Children,12.54,All,Epidemiological - Overweight
S92000003,2013/2014,Ratio,Percent Of P1 Children,12.46,Male,Epidemiological - Overweight
S08000022,2015/2016,Ratio,Percent Of P1 Children,12.13,Male,Epidemiological - Overweight
S08000019,2016/2017,Ratio,Percent Of P1 Children,12.5,All,Epidemiological - Overweight
S08000030,2014/2015,Ratio,Percent Of P1 Children,13.22,All,Epidemiological - Overweight
S08000024,2008/2009,Ratio,Percent Of P1 Children,12.46,All,Epidemiological - Overweight
S08000020,2014/2015,Ratio,Percent Of P1 Children,12.19,All,Epidemiological - Overweight
S08000028,2005/2006,Ratio,Percent Of P1 Children,15.2,All,Epidemiological - Overweight
S92000003,2011/2012,Ratio,Percent Of P1 Children,12.37,Male,Epidemiological - Overweight
S08000016,2016/2017,Ratio,Percent Of P1 Children,12.62,All,Epidemiological - Overweight
S08000016,2006/2007,Ratio,Percent Of P1 Children,12.32,All,Epidemiological - Overweight
S92000003,2008/2009,Ratio,Percent Of P1 Children,11.96,Male,Epidemiological - Overweight
S92000003,2012/2013,Ratio,Percent Of P1 Children,12.28,Male,Epidemiological - Overweight
S92000003,2010/2011,Ratio,Percent Of P1 Children,12.29,Male,Epidemiological - Overweight
S08000028,2006/2007,Ratio,Percent Of P1 Children,8.99,All,Epidemiological - Overweight
S08000030,2013/2014,Ratio,Percent Of P1 Children,12.98,All,Epidemiological - Overweight
S08000016,2013/2014,Ratio,Percent Of P1 Children,13.1,All,Epidemiological - Overweight
S08000022,2017/2018,Ratio,Percent Of P1 Children,13.61,All,Epidemiological - Overweight
S08000026,2014/2015,Ratio,Percent Of P1 Children,14.47,Male,Epidemiological - Overweight
S08000019,2009/2010,Ratio,Percent Of P1 Children,12.88,All,Epidemiological - Overweight
S08000017,2014/2015,Ratio,Percent Of P1 Children,14.57,Male,Epidemiological - Overweight
S92000003,2007/2008,Ratio,Percent Of P1 Children,12.06,Male,Epidemiological - Overweight
S08000015,2017/2018,Ratio,Percent Of P1 Children,12.23,All,Epidemiological - Overweight
S08000019,2007/2008,Ratio,Percent Of P1 Children,10.24,All,Epidemiological - Overweight
S08000026,2013/2014,Ratio,Percent Of P1 Children,12.21,Male,Epidemiological - Overweight
S08000019,2015/2016,Ratio,Percent Of P1 Children,12.98,All,Epidemiological - Overweight
S08000025,2017/2018,Ratio,Percent Of P1 Children,15.85,All,Epidemiological - Overweight
S08000026,2016/2017,Ratio,Percent Of P1 Children,14.4,Male,Epidemiological - Overweight
S08000026,2009/2010,Ratio,Percent Of P1 Children,9.7,Male,Epidemiological - Overweight
S08000020,2017/2018,Ratio,Percent Of P1 Children,12.94,All,Epidemiological - Overweight
S08000015,2015/2016,Ratio,Percent Of P1 Children,13.15,All,Epidemiological - Overweight
S08000017,2013/2014,Ratio,Percent Of P1 Children,15.41,Male,Epidemiological - Overweight
S08000026,2010/2011,Ratio,Percent Of P1 Children,17.07,Male,Epidemiological - Overweight
S08000029,2017/2018,Ratio,Percent Of P1 Children,12.33,All,Epidemiological - Overweight
S92000003,2014/2015,Ratio,Percent Of P1 Children,12,All,Epidemiological - Overweight
S08000026,2008/2009,Ratio,Percent Of P1 Children,11.57,Male,Epidemiological - Overweight
S08000017,2010/2011,Ratio,Percent Of P1 Children,14.94,Male,Epidemiological - Overweight
S08000022,2008/2009,Ratio,Percent Of P1 Children,13.91,All,Epidemiological - Overweight
S08000017,2012/2013,Ratio,Percent Of P1 Children,13.5,Male,Epidemiological - Overweight
S08000028,2012/2013,Ratio,Percent Of P1 Children,12.23,Male,Epidemiological - Overweight
S08000017,2011/2012,Ratio,Percent Of P1 Children,13.85,Male,Epidemiological - Overweight
S08000024,2015/2016,Ratio,Percent Of P1 Children,12.05,All,Epidemiological - Overweight
S08000016,2017/2018,Ratio,Percent Of P1 Children,12.39,All,Epidemiological - Overweight
S08000016,2003/2004,Ratio,Percent Of P1 Children,14.72,All,Epidemiological - Overweight
S08000019,2008/2009,Ratio,Percent Of P1 Children,11.59,All,Epidemiological - Overweight
S08000017,2008/2009,Ratio,Percent Of P1 Children,12.21,Male,Epidemiological - Overweight
S08000032,2005/2006,Ratio,Percent Of P1 Children,11.86,All,Epidemiological - Overweight
S08000026,2012/2013,Ratio,Percent Of P1 Children,8.66,Male,Epidemiological - Overweight
S08000028,2015/2016,Ratio,Percent Of P1 Children,8.78,All,Epidemiological - Overweight
S08000026,2011/2012,Ratio,Percent Of P1 Children,14.63,Male,Epidemiological - Overweight
S08000022,2009/2010,Ratio,Percent Of P1 Children,13.78,All,Epidemiological - Overweight
S08000032,2006/2007,Ratio,Percent Of P1 Children,10.84,All,Epidemiological - Overweight
S08000017,2007/2008,Ratio,Percent Of P1 Children,15.72,Male,Epidemiological - Overweight
S08000028,2011/2012,Ratio,Percent Of P1 Children,7.25,Male,Epidemiological - Overweight
S08000028,2014/2015,Ratio,Percent Of P1 Children,11.61,Male,Epidemiological - Overweight
S08000028,2013/2014,Ratio,Percent Of P1 Children,16.9,Male,Epidemiological - Overweight
S92000003,2013/2014,Ratio,Percent Of P1 Children,12.41,Female,Epidemiological - Overweight
S08000025,2014/2015,Ratio,Percent Of P1 Children,13.27,Female,Epidemiological - Overweight
S92000003,2016/2017,Ratio,Percent Of P1 Children,12.37,Female,Epidemiological - Overweight
S08000019,2011/2012,Ratio,Percent Of P1 Children,13.24,Female,Epidemiological - Overweight
S08000028,2014/2015,Ratio,Percent Of P1 Children,17,Female,Epidemiological - Overweight
S08000015,2016/2017,Ratio,Percent Of P1 Children,12.51,Female,Epidemiological - Overweight
S08000030,2016/2017,Ratio,Percent Of P1 Children,12.84,Female,Epidemiological - Overweight
S08000028,2016/2017,Ratio,Percent Of P1 Children,11.43,Female,Epidemiological - Overweight
S08000029,2016/2017,Ratio,Percent Of P1 Children,12.93,Female,Epidemiological - Overweight
S08000025,2012/2013,Ratio,Percent Of P1 Children,10.43,Female,Epidemiological - Overweight
S08000026,2010/2011,Ratio,Percent Of P1 Children,11.11,Female,Epidemiological - Overweight
S08000017,2016/2017,Ratio,Percent Of P1 Children,15.95,Female,Epidemiological - Overweight
S08000016,2005/2006,Ratio,Percent Of P1 Children,10.96,Female,Epidemiological - Overweight
S08000026,2016/2017,Ratio,Percent Of P1 Children,12.5,Female,Epidemiological - Overweight
S08000028,2010/2011,Ratio,Percent Of P1 Children,16.79,Female,Epidemiological - Overweight
S08000024,2008/2009,Ratio,Percent Of P1 Children,12.51,Female,Epidemiological - Overweight
S08000016,2006/2007,Ratio,Percent Of P1 Children,9.89,Female,Epidemiological - Overweight
S08000028,2005/2006,Ratio,Percent Of P1 Children,15.25,Female,Epidemiological - Overweight
S08000025,2010/2011,Ratio,Percent Of P1 Children,10.81,Female,Epidemiological - Overweight
S08000028,2012/2013,Ratio,Percent Of P1 Children,12.39,Female,Epidemiological - Overweight
S08000024,2006/2007,Ratio,Percent Of P1 Children,12.99,Female,Epidemiological - Overweight
S08000015,2015/2016,Ratio,Percent Of P1 Children,13.32,Female,Epidemiological - Overweight
S08000025,2016/2017,Ratio,Percent Of P1 Children,15.31,Female,Epidemiological - Overweight
S08000017,2007/2008,Ratio,Percent Of P1 Children,13.6,Female,Epidemiological - Overweight
S92000003,2012/2013,Ratio,Percent Of P1 Children,11.63,Female,Epidemiological - Overweight
S08000019,2016/2017,Ratio,Percent Of P1 Children,12.56,Female,Epidemiological - Overweight
S08000016,2016/2017,Ratio,Percent Of P1 Children,11.92,Female,Epidemiological - Overweight
S08000022,2015/2016,Ratio,Percent Of P1 Children,12.99,Female,Epidemiological - Overweight
S08000019,2005/2006,Ratio,Percent Of P1 Children,11.82,Female,Epidemiological - Overweight
S08000019,2006/2007,Ratio,Percent Of P1 Children,10.12,Female,Epidemiological - Overweight
S08000031,2009/2010,Ratio,Percent Of P1 Children,11.62,Female,Epidemiological - Overweight
S08000026,2015/2016,Ratio,Percent Of P1 Children,15.45,Female,Epidemiological - Overweight
S08000029,2013/2014,Ratio,Percent Of P1 Children,11.93,Female,Epidemiological - Overweight
S08000026,2009/2010,Ratio,Percent Of P1 Children,10.68,Female,Epidemiological - Overweight
S08000031,2012/2013,Ratio,Percent Of P1 Children,11.28,Female,Epidemiological - Overweight
S92000003,2008/2009,Ratio,Percent Of P1 Children,11.25,Female,Epidemiological - Overweight
S08000020,2011/2012,Ratio,Percent Of P1 Children,11.54,Female,Epidemiological - Overweight
S08000031,2011/2012,Ratio,Percent Of P1 Children,11.23,Female,Epidemiological - Overweight
S92000003,2005/2006,Ratio,Percent Of P1 Children,12.4,Female,Epidemiological - Overweight
S08000017,2006/2007,Ratio,Percent Of P1 Children,14.34,Female,Epidemiological - Overweight
S08000028,2006/2007,Ratio,Percent Of P1 Children,9.52,Female,Epidemiological - Overweight
S08000026,2014/2015,Ratio,Percent Of P1 Children,10.94,Female,Epidemiological - Overweight
S08000029,2007/2008,Ratio,Percent Of P1 Children,12.62,Female,Epidemiological - Overweight
S08000029,2009/2010,Ratio,Percent Of P1 Children,12.35,Female,Epidemiological - Overweight
S08000020,2014/2015,Ratio,Percent Of P1 Children,11.56,Female,Epidemiological - Overweight
S92000003,2015/2016,Ratio,Percent Of P1 Children,12.16,Female,Epidemiological - Overweight
S92000003,2007/2008,Ratio,Percent Of P1 Children,11.78,Female,Epidemiological - Overweight
S08000031,2008/2009,Ratio,Percent Of P1 Children,9.64,Female,Epidemiological - Overweight
S08000024,2013/2014,Ratio,Percent Of P1 Children,12.52,Female,Epidemiological - Overweight
S08000019,2007/2008,Ratio,Percent Of P1 Children,10.84,Female,Epidemiological - Overweight
S08000025,2013/2014,Ratio,Percent Of P1 Children,7.53,Female,Epidemiological - Overweight
S08000031,2007/2008,Ratio,Percent Of P1 Children,9.57,Female,Epidemiological - Overweight
S08000024,2012/2013,Ratio,Percent Of P1 Children,12.1,Female,Epidemiological - Overweight
S08000029,2014/2015,Ratio,Percent Of P1 Children,12.24,Female,Epidemiological - Overweight
S08000031,2010/2011,Ratio,Percent Of P1 Children,9.99,Female,Epidemiological - Overweight
S08000020,2012/2013,Ratio,Percent Of P1 Children,12.62,Female,Epidemiological - Overweight
S08000030,2006/2007,Ratio,Percent Of P1 Children,12.66,Female,Epidemiological - Overweight
S08000029,2012/2013,Ratio,Percent Of P1 Children,12.26,Female,Epidemiological - Overweight
S08000030,2005/2006,Ratio,Percent Of P1 Children,12.93,Female,Epidemiological - Overweight
S08000032,2008/2009,Ratio,Percent Of P1 Children,9.32,Female,Epidemiological - Overweight
S08000025,2015/2016,Ratio,Percent Of P1 Children,13.16,Female,Epidemiological - Overweight
S08000020,2010/2011,Ratio,Percent Of P1 Children,9.97,Female,Epidemiological - Overweight
S08000031,2013/2014,Ratio,Percent Of P1 Children,11.72,Female,Epidemiological - Overweight
S08000022,2013/2014,Ratio,Percent Of P1 Children,13.03,Male,Epidemiological - Overweight
S92000003,2013/2014,Ratio,Percent Of P1 Children,12.44,All,Epidemiological - Overweight
S08000022,2012/2013,Ratio,Percent Of P1 Children,10.64,Female,Epidemiological - Overweight
S92000003,2011/2012,Ratio,Percent Of P1 Children,11.79,Female,Epidemiological - Overweight
S08000032,2014/2015,Ratio,Percent Of P1 Children,11.38,Female,Epidemiological - Overweight
S08000017,2008/2009,Ratio,Percent Of P1 Children,11.26,Female,Epidemiological - Overweight
S08000017,2010/2011,Ratio,Percent Of P1 Children,13.64,Female,Epidemiological - Overweight
S08000032,2015/2016,Ratio,Percent Of P1 Children,11.27,Female,Epidemiological - Overweight
S08000032,2009/2010,Ratio,Percent Of P1 Children,10.06,Female,Epidemiological - Overweight
S08000030,2014/2015,Ratio,Percent Of P1 Children,13.43,Female,Epidemiological - Overweight
S08000031,2014/2015,Ratio,Percent Of P1 Children,11.09,Female,Epidemiological - Overweight
S08000017,2004/2005,Ratio,Percent Of P1 Children,13.91,All,Epidemiological - Overweight
S08000026,2013/2014,Ratio,Percent Of P1 Children,11.92,All,Epidemiological - Overweight
S08000028,2008/2009,Ratio,Percent Of P1 Children,12.2,Male,Epidemiological - Overweight
S08000030,2003/2004,Ratio,Percent Of P1 Children,12.02,All,Epidemiological - Overweight
S08000016,2010/2011,Ratio,Percent Of P1 Children,11.62,All,Epidemiological - Overweight
S08000025,2011/2012,Ratio,Percent Of P1 Children,14.78,Male,Epidemiological - Overweight
S08000019,2011/2012,Ratio,Percent Of P1 Children,12.81,All,Epidemiological - Overweight
S08000016,2008/2009,Ratio,Percent Of P1 Children,12.61,All,Epidemiological - Overweight
S08000019,2008/2009,Ratio,Percent Of P1 Children,11.56,Male,Epidemiological - Overweight
S08000025,2010/2011,Ratio,Percent Of P1 Children,16.09,Male,Epidemiological - Overweight
S08000019,2010/2011,Ratio,Percent Of P1 Children,11.48,All,Epidemiological - Overweight
S08000024,2008/2009,Ratio,Percent Of P1 Children,12.41,Male,Epidemiological - Overweight
S08000015,2011/2012,Ratio,Percent Of P1 Children,13.78,Male,Epidemiological - Overweight
S08000022,2009/2010,Ratio,Percent Of P1 Children,13.85,Male,Epidemiological - Overweight
S08000016,2015/2016,Ratio,Percent Of P1 Children,10.69,Female,Epidemiological - Overweight
S08000028,2013/2014,Ratio,Percent Of P1 Children,9.45,Female,Epidemiological - Overweight
S08000022,2013/2014,Ratio,Percent Of P1 Children,12.38,Female,Epidemiological - Overweight
S08000022,2016/2017,Ratio,Percent Of P1 Children,13.57,Female,Epidemiological - Overweight
S08000031,2015/2016,Ratio,Percent Of P1 Children,11.9,Female,Epidemiological - Overweight
S08000019,2010/2011,Ratio,Percent Of P1 Children,11.36,Female,Epidemiological - Overweight
S08000032,2013/2014,Ratio,Percent Of P1 Children,10.89,Female,Epidemiological - Overweight
S08000032,2010/2011,Ratio,Percent Of P1 Children,9.14,Female,Epidemiological - Overweight
S92000003,2014/2015,Ratio,Percent Of P1 Children,11.95,Female,Epidemiological - Overweight
S08000028,2011/2012,Ratio,Percent Of P1 Children,8.45,Female,Epidemiological - Overweight
S08000025,2011/2012,Ratio,Percent Of P1 Children,16.1,Female,Epidemiological - Overweight
S08000024,2016/2017,Ratio,Percent Of P1 Children,12.07,Female,Epidemiological - Overweight
